statlog-satimage,svmLinear,km,86,0.907497781721384,0.88012454592631
statlog-satimage,svmLinear,km,89,0.903283052351375,0.898287493513233
statlog-satimage,svmLinear,km,93,0.898402839396628,0.903995848469123
statlog-satimage,svmLinear,km,87,0.902173913043478,0.897768552153607
statlog-satimage,svmLinear,km,77,0.904614019520852,0.893098079916969
statlog-satimage,svmLinear,km,86,0.90150842945874,0.900882200311365
statlog-satimage,svmLinear,km,83,0.903948535936114,0.893098079916969
statlog-satimage,svmLinear,km,92,0.905723158828749,0.896730669434354
statlog-satimage,svmLinear,km,92,0.902617568766637,0.89724961079398
statlog-satimage,svmLinear,km,81,0.902395740905058,0.892060197197717
statlog-satimage,svmLinear,km,87,0.903504880212955,0.895173845355475
statlog-satimage,svmLinear,km,101,0.904835847382431,0.898287493513233
statlog-satimage,svmLinear,km,95,0.902395740905058,0.904514789828749
statlog-satimage,svmLinear,km,89,0.904614019520852,0.894654903995848
statlog-satimage,svmLinear,km,89,0.905723158828749,0.895173845355475
statlog-satimage,svmLinear,km,100,0.906388642413487,0.889984431759211
statlog-satimage,svmLinear,km,94,0.902395740905058,0.905033731188376
statlog-satimage,svmLinear,km,94,0.903504880212955,0.890503373118838
statlog-satimage,svmLinear,km,93,0.901286601597161,0.895692786715101
statlog-satimage,svmLinear,km,86,0.901952085181899,0.885313959522574
statlog-satimage,svmLinear,km,97,0.907941437444543,0.884276076803321
statlog-satimage,svmLinear,km,100,0.907719609582964,0.893098079916969
statlog-satimage,svmLinear,km,92,0.908606921029281,0.885313959522574
statlog-satimage,svmLinear,km,89,0.903948535936114,0.89724961079398
statlog-satimage,svmLinear,km,96,0.904392191659272,0.898287493513233
statlog-satimage,svmLinear,km,80,0.901286601597161,0.896730669434354
